,chunk_name,class_label
4853,.\bird_data\chunked_files\Turdus-merula-206850_chunk0.wav,Turdus merula
4854,.\bird_data\chunked_files\Turdus-merula-206850_chunk1.wav,Turdus merula
4855,.\bird_data\chunked_files\Turdus-merula-206850_chunk2.wav,Turdus merula
4856,.\bird_data\chunked_files\Turdus-merula-206850_chunk3.wav,Turdus merula
4857,.\bird_data\chunked_files\Turdus-merula-206850_chunk4.wav,Turdus merula
4858,.\bird_data\chunked_files\Turdus-merula-206850_chunk5.wav,Turdus merula
4859,.\bird_data\chunked_files\Turdus-merula-206850_chunk6.wav,Turdus merula
4860,.\bird_data\chunked_files\Turdus-merula-206850_chunk7.wav,Turdus merula
4861,.\bird_data\chunked_files\Turdus-merula-206850_chunk8.wav,Turdus merula
4862,.\bird_data\chunked_files\Turdus-merula-206850_chunk9.wav,Turdus merula
4863,.\bird_data\chunked_files\Turdus-merula-206850_chunk10.wav,Turdus merula
4864,.\bird_data\chunked_files\Turdus-merula-206850_chunk11.wav,Turdus merula
4865,.\bird_data\chunked_files\Turdus-merula-206850_chunk12.wav,Turdus merula
4866,.\bird_data\chunked_files\Turdus-merula-206850_chunk13.wav,Turdus merula
4867,.\bird_data\chunked_files\Turdus-merula-127996_chunk0.wav,Turdus merula
4868,.\bird_data\chunked_files\Turdus-merula-127996_chunk1.wav,Turdus merula
4869,.\bird_data\chunked_files\Turdus-merula-127996_chunk2.wav,Turdus merula
4870,.\bird_data\chunked_files\Turdus-merula-127996_chunk3.wav,Turdus merula
4871,.\bird_data\chunked_files\Turdus-merula-127996_chunk4.wav,Turdus merula
4872,.\bird_data\chunked_files\Turdus-merula-127996_chunk5.wav,Turdus merula
4873,.\bird_data\chunked_files\Turdus-merula-127996_chunk6.wav,Turdus merula
4874,.\bird_data\chunked_files\Turdus-merula-127996_chunk7.wav,Turdus merula
4875,.\bird_data\chunked_files\Turdus-merula-127996_chunk8.wav,Turdus merula
4876,.\bird_data\chunked_files\Turdus-merula-127996_chunk9.wav,Turdus merula
4877,.\bird_data\chunked_files\Turdus-merula-127996_chunk10.wav,Turdus merula
4878,.\bird_data\chunked_files\Turdus-merula-127996_chunk11.wav,Turdus merula
4879,.\bird_data\chunked_files\Turdus-merula-127996_chunk12.wav,Turdus merula
4880,.\bird_data\chunked_files\Turdus-merula-127996_chunk13.wav,Turdus merula
4881,.\bird_data\chunked_files\Turdus-merula-127996_chunk14.wav,Turdus merula
4882,.\bird_data\chunked_files\Turdus-merula-127996_chunk15.wav,Turdus merula
4883,.\bird_data\chunked_files\Turdus-merula-127996_chunk16.wav,Turdus merula
4884,.\bird_data\chunked_files\Turdus-merula-127996_chunk17.wav,Turdus merula
4885,.\bird_data\chunked_files\Turdus-merula-127996_chunk18.wav,Turdus merula
4886,.\bird_data\chunked_files\Turdus-merula-127996_chunk19.wav,Turdus merula
4887,.\bird_data\chunked_files\Turdus-merula-127996_chunk20.wav,Turdus merula
4888,.\bird_data\chunked_files\Turdus-merula-127996_chunk21.wav,Turdus merula
4889,.\bird_data\chunked_files\Turdus-merula-127996_chunk22.wav,Turdus merula
4890,.\bird_data\chunked_files\Turdus-merula-127996_chunk23.wav,Turdus merula
4891,.\bird_data\chunked_files\Turdus-merula-127996_chunk24.wav,Turdus merula
4892,.\bird_data\chunked_files\Turdus-merula-127996_chunk25.wav,Turdus merula
4893,.\bird_data\chunked_files\Turdus-merula-226288_chunk0.wav,Turdus merula
4894,.\bird_data\chunked_files\Turdus-merula-226288_chunk1.wav,Turdus merula
4895,.\bird_data\chunked_files\Turdus-merula-226288_chunk2.wav,Turdus merula
4896,.\bird_data\chunked_files\Turdus-merula-226288_chunk3.wav,Turdus merula
4897,.\bird_data\chunked_files\Turdus-merula-226288_chunk4.wav,Turdus merula
4898,.\bird_data\chunked_files\Turdus-merula-226288_chunk5.wav,Turdus merula
4899,.\bird_data\chunked_files\Turdus-merula-226288_chunk6.wav,Turdus merula
4900,.\bird_data\chunked_files\Turdus-merula-226288_chunk7.wav,Turdus merula
4901,.\bird_data\chunked_files\Turdus-merula-226288_chunk8.wav,Turdus merula
4902,.\bird_data\chunked_files\Turdus-merula-226288_chunk9.wav,Turdus merula
4903,.\bird_data\chunked_files\Turdus-merula-226288_chunk10.wav,Turdus merula
4904,.\bird_data\chunked_files\Turdus-merula-226288_chunk11.wav,Turdus merula
4905,.\bird_data\chunked_files\Turdus-merula-226288_chunk12.wav,Turdus merula
4906,.\bird_data\chunked_files\Turdus-merula-226288_chunk13.wav,Turdus merula
4907,.\bird_data\chunked_files\Turdus-merula-226288_chunk14.wav,Turdus merula
4908,.\bird_data\chunked_files\Turdus-merula-226288_chunk15.wav,Turdus merula
4909,.\bird_data\chunked_files\Turdus-merula-226288_chunk16.wav,Turdus merula
4910,.\bird_data\chunked_files\Turdus-merula-226288_chunk17.wav,Turdus merula
4911,.\bird_data\chunked_files\Turdus-merula-226288_chunk18.wav,Turdus merula
4912,.\bird_data\chunked_files\Turdus-merula-226288_chunk19.wav,Turdus merula
4913,.\bird_data\chunked_files\Turdus-merula-226288_chunk20.wav,Turdus merula
4914,.\bird_data\chunked_files\Turdus-merula-226288_chunk21.wav,Turdus merula
4915,.\bird_data\chunked_files\Turdus-merula-226288_chunk22.wav,Turdus merula
4916,.\bird_data\chunked_files\Turdus-merula-226288_chunk23.wav,Turdus merula
4917,.\bird_data\chunked_files\Turdus-merula-226288_chunk24.wav,Turdus merula
4918,.\bird_data\chunked_files\Turdus-merula-226288_chunk25.wav,Turdus merula
4919,.\bird_data\chunked_files\Turdus-merula-226288_chunk26.wav,Turdus merula
4920,.\bird_data\chunked_files\Turdus-merula-226288_chunk27.wav,Turdus merula
4921,.\bird_data\chunked_files\Turdus-merula-226288_chunk28.wav,Turdus merula
4922,.\bird_data\chunked_files\Turdus-merula-226288_chunk29.wav,Turdus merula
4923,.\bird_data\chunked_files\Turdus-merula-226288_chunk30.wav,Turdus merula
4924,.\bird_data\chunked_files\Turdus-merula-226288_chunk31.wav,Turdus merula
4925,.\bird_data\chunked_files\Turdus-merula-226288_chunk32.wav,Turdus merula
4926,.\bird_data\chunked_files\Turdus-merula-226288_chunk33.wav,Turdus merula
4927,.\bird_data\chunked_files\Turdus-merula-226288_chunk34.wav,Turdus merula
4928,.\bird_data\chunked_files\Turdus-merula-226288_chunk35.wav,Turdus merula
4929,.\bird_data\chunked_files\Turdus-merula-226288_chunk36.wav,Turdus merula
4930,.\bird_data\chunked_files\Turdus-merula-226288_chunk37.wav,Turdus merula
4931,.\bird_data\chunked_files\Turdus-merula-226288_chunk38.wav,Turdus merula
4932,.\bird_data\chunked_files\Turdus-merula-226288_chunk39.wav,Turdus merula
4933,.\bird_data\chunked_files\Turdus-merula-226288_chunk40.wav,Turdus merula
4934,.\bird_data\chunked_files\Turdus-merula-226288_chunk41.wav,Turdus merula
4935,.\bird_data\chunked_files\Turdus-merula-226288_chunk42.wav,Turdus merula
4936,.\bird_data\chunked_files\Turdus-merula-226288_chunk43.wav,Turdus merula
4937,.\bird_data\chunked_files\Turdus-merula-226288_chunk44.wav,Turdus merula
4938,.\bird_data\chunked_files\Turdus-merula-226288_chunk45.wav,Turdus merula
4939,.\bird_data\chunked_files\Turdus-merula-226288_chunk46.wav,Turdus merula
4940,.\bird_data\chunked_files\Turdus-merula-226288_chunk47.wav,Turdus merula
4941,.\bird_data\chunked_files\Turdus-merula-226288_chunk48.wav,Turdus merula
4942,.\bird_data\chunked_files\Turdus-merula-226288_chunk49.wav,Turdus merula
4943,.\bird_data\chunked_files\Turdus-merula-226288_chunk50.wav,Turdus merula
4944,.\bird_data\chunked_files\Turdus-merula-226288_chunk51.wav,Turdus merula
4945,.\bird_data\chunked_files\Turdus-merula-226288_chunk52.wav,Turdus merula
4946,.\bird_data\chunked_files\Turdus-merula-226288_chunk53.wav,Turdus merula
4947,.\bird_data\chunked_files\Turdus-merula-226288_chunk54.wav,Turdus merula
4948,.\bird_data\chunked_files\Turdus-merula-226288_chunk55.wav,Turdus merula
4949,.\bird_data\chunked_files\Turdus-merula-226288_chunk56.wav,Turdus merula
4950,.\bird_data\chunked_files\Turdus-merula-226288_chunk57.wav,Turdus merula
4951,.\bird_data\chunked_files\Turdus-merula-226288_chunk58.wav,Turdus merula
4952,.\bird_data\chunked_files\Turdus-merula-226288_chunk59.wav,Turdus merula
4953,.\bird_data\chunked_files\Turdus-merula-226288_chunk60.wav,Turdus merula
4954,.\bird_data\chunked_files\Turdus-merula-144196_chunk0.wav,Turdus merula
4955,.\bird_data\chunked_files\Turdus-merula-144196_chunk1.wav,Turdus merula
4956,.\bird_data\chunked_files\Turdus-merula-144196_chunk2.wav,Turdus merula
4957,.\bird_data\chunked_files\Turdus-merula-144196_chunk3.wav,Turdus merula
4958,.\bird_data\chunked_files\Turdus-merula-144196_chunk4.wav,Turdus merula
4959,.\bird_data\chunked_files\Turdus-merula-144196_chunk5.wav,Turdus merula
4960,.\bird_data\chunked_files\Turdus-merula-144196_chunk6.wav,Turdus merula
4961,.\bird_data\chunked_files\Turdus-merula-156083_chunk0.wav,Turdus merula
4962,.\bird_data\chunked_files\Turdus-merula-156083_chunk1.wav,Turdus merula
4963,.\bird_data\chunked_files\Turdus-merula-156083_chunk2.wav,Turdus merula
4964,.\bird_data\chunked_files\Turdus-merula-156083_chunk3.wav,Turdus merula
4965,.\bird_data\chunked_files\Turdus-merula-156083_chunk4.wav,Turdus merula
4966,.\bird_data\chunked_files\Turdus-merula-156083_chunk5.wav,Turdus merula
4967,.\bird_data\chunked_files\Turdus-merula-156083_chunk6.wav,Turdus merula
4968,.\bird_data\chunked_files\Turdus-merula-156083_chunk7.wav,Turdus merula
4969,.\bird_data\chunked_files\Turdus-merula-156083_chunk8.wav,Turdus merula
4970,.\bird_data\chunked_files\Turdus-merula-156083_chunk9.wav,Turdus merula
4971,.\bird_data\chunked_files\Turdus-philomelos-176763_chunk0.wav,Turdus philomelos
4972,.\bird_data\chunked_files\Turdus-philomelos-176763_chunk1.wav,Turdus philomelos
4973,.\bird_data\chunked_files\Turdus-philomelos-176763_chunk2.wav,Turdus philomelos
4974,.\bird_data\chunked_files\Turdus-philomelos-176763_chunk3.wav,Turdus philomelos
4975,.\bird_data\chunked_files\Turdus-philomelos-176763_chunk4.wav,Turdus philomelos
4976,.\bird_data\chunked_files\Turdus-philomelos-176763_chunk5.wav,Turdus philomelos
4977,.\bird_data\chunked_files\Turdus-philomelos-176763_chunk6.wav,Turdus philomelos
4978,.\bird_data\chunked_files\Turdus-philomelos-176763_chunk7.wav,Turdus philomelos
4979,.\bird_data\chunked_files\Turdus-philomelos-176763_chunk8.wav,Turdus philomelos
4980,.\bird_data\chunked_files\Turdus-philomelos-176763_chunk9.wav,Turdus philomelos
4981,.\bird_data\chunked_files\Turdus-philomelos-138645_chunk0.wav,Turdus philomelos
4982,.\bird_data\chunked_files\Turdus-philomelos-138645_chunk1.wav,Turdus philomelos
4983,.\bird_data\chunked_files\Turdus-philomelos-138645_chunk2.wav,Turdus philomelos
4984,.\bird_data\chunked_files\Turdus-philomelos-138645_chunk3.wav,Turdus philomelos
4985,.\bird_data\chunked_files\Turdus-philomelos-138645_chunk4.wav,Turdus philomelos
4986,.\bird_data\chunked_files\Turdus-philomelos-138645_chunk5.wav,Turdus philomelos
4987,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk0.wav,Turdus philomelos
4988,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk1.wav,Turdus philomelos
4989,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk2.wav,Turdus philomelos
4990,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk3.wav,Turdus philomelos
4991,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk4.wav,Turdus philomelos
4992,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk5.wav,Turdus philomelos
4993,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk6.wav,Turdus philomelos
4994,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk7.wav,Turdus philomelos
4995,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk8.wav,Turdus philomelos
4996,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk9.wav,Turdus philomelos
4997,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk10.wav,Turdus philomelos
4998,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk11.wav,Turdus philomelos
4999,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk12.wav,Turdus philomelos
5000,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk13.wav,Turdus philomelos
5001,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk14.wav,Turdus philomelos
5002,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk15.wav,Turdus philomelos
5003,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk16.wav,Turdus philomelos
5004,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk17.wav,Turdus philomelos
5005,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk18.wav,Turdus philomelos
5006,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk19.wav,Turdus philomelos
5007,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk20.wav,Turdus philomelos
5008,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk21.wav,Turdus philomelos
5009,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk22.wav,Turdus philomelos
5010,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk23.wav,Turdus philomelos
5011,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk24.wav,Turdus philomelos
5012,.\bird_data\chunked_files\Turdus-philomelos-125120_chunk25.wav,Turdus philomelos
5013,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk0.wav,Turdus philomelos
5014,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk1.wav,Turdus philomelos
5015,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk2.wav,Turdus philomelos
5016,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk3.wav,Turdus philomelos
5017,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk4.wav,Turdus philomelos
5018,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk5.wav,Turdus philomelos
5019,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk6.wav,Turdus philomelos
5020,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk7.wav,Turdus philomelos
5021,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk8.wav,Turdus philomelos
5022,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk9.wav,Turdus philomelos
5023,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk10.wav,Turdus philomelos
5024,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk11.wav,Turdus philomelos
5025,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk12.wav,Turdus philomelos
5026,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk13.wav,Turdus philomelos
5027,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk14.wav,Turdus philomelos
5028,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk15.wav,Turdus philomelos
5029,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk16.wav,Turdus philomelos
5030,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk17.wav,Turdus philomelos
5031,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk18.wav,Turdus philomelos
5032,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk19.wav,Turdus philomelos
5033,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk20.wav,Turdus philomelos
5034,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk21.wav,Turdus philomelos
5035,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk22.wav,Turdus philomelos
5036,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk23.wav,Turdus philomelos
5037,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk24.wav,Turdus philomelos
5038,.\bird_data\chunked_files\Turdus-philomelos-158299_chunk25.wav,Turdus philomelos
5039,.\bird_data\chunked_files\Turdus-philomelos-169026_chunk0.wav,Turdus philomelos
5040,.\bird_data\chunked_files\Turdus-philomelos-169026_chunk1.wav,Turdus philomelos
5041,.\bird_data\chunked_files\Turdus-philomelos-169026_chunk2.wav,Turdus philomelos
5042,.\bird_data\chunked_files\Turdus-philomelos-169026_chunk3.wav,Turdus philomelos
5043,.\bird_data\chunked_files\Turdus-philomelos-169026_chunk4.wav,Turdus philomelos
5044,.\bird_data\chunked_files\Turdus-philomelos-169026_chunk5.wav,Turdus philomelos
5045,.\bird_data\chunked_files\Turdus-philomelos-169026_chunk6.wav,Turdus philomelos
5046,.\bird_data\chunked_files\Turdus-philomelos-169026_chunk7.wav,Turdus philomelos
5047,.\bird_data\chunked_files\Turdus-philomelos-169026_chunk8.wav,Turdus philomelos
5048,.\bird_data\chunked_files\Turdus-philomelos-169026_chunk9.wav,Turdus philomelos
5049,.\bird_data\chunked_files\Turdus-philomelos-169026_chunk10.wav,Turdus philomelos
5050,.\bird_data\chunked_files\Turdus-philomelos-169026_chunk11.wav,Turdus philomelos
5051,.\bird_data\chunked_files\Turdus-philomelos-169026_chunk12.wav,Turdus philomelos
5052,.\bird_data\chunked_files\Turdus-philomelos-169026_chunk13.wav,Turdus philomelos
5053,.\bird_data\chunked_files\Turdus-philomelos-169026_chunk14.wav,Turdus philomelos
5054,.\bird_data\chunked_files\Turdus-philomelos-169026_chunk15.wav,Turdus philomelos
5055,.\bird_data\chunked_files\Turdus-philomelos-169026_chunk16.wav,Turdus philomelos
5056,.\bird_data\chunked_files\Turdus-philomelos-169026_chunk17.wav,Turdus philomelos
5057,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk0.wav,Turdus philomelos
5058,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk1.wav,Turdus philomelos
5059,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk2.wav,Turdus philomelos
5060,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk3.wav,Turdus philomelos
5061,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk4.wav,Turdus philomelos
5062,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk5.wav,Turdus philomelos
5063,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk6.wav,Turdus philomelos
5064,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk7.wav,Turdus philomelos
5065,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk8.wav,Turdus philomelos
5066,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk9.wav,Turdus philomelos
5067,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk10.wav,Turdus philomelos
5068,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk11.wav,Turdus philomelos
5069,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk12.wav,Turdus philomelos
5070,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk13.wav,Turdus philomelos
5071,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk14.wav,Turdus philomelos
5072,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk15.wav,Turdus philomelos
5073,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk16.wav,Turdus philomelos
5074,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk17.wav,Turdus philomelos
5075,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk18.wav,Turdus philomelos
5076,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk19.wav,Turdus philomelos
5077,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk20.wav,Turdus philomelos
5078,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk21.wav,Turdus philomelos
5079,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk22.wav,Turdus philomelos
5080,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk23.wav,Turdus philomelos
5081,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk24.wav,Turdus philomelos
5082,.\bird_data\chunked_files\Turdus-philomelos-292263_chunk25.wav,Turdus philomelos
5083,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk0.wav,Turdus philomelos
5084,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk1.wav,Turdus philomelos
5085,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk2.wav,Turdus philomelos
5086,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk3.wav,Turdus philomelos
5087,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk4.wav,Turdus philomelos
5088,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk5.wav,Turdus philomelos
5089,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk6.wav,Turdus philomelos
5090,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk7.wav,Turdus philomelos
5091,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk8.wav,Turdus philomelos
5092,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk9.wav,Turdus philomelos
5093,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk10.wav,Turdus philomelos
5094,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk11.wav,Turdus philomelos
5095,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk12.wav,Turdus philomelos
5096,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk13.wav,Turdus philomelos
5097,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk14.wav,Turdus philomelos
5098,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk15.wav,Turdus philomelos
5099,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk16.wav,Turdus philomelos
5100,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk17.wav,Turdus philomelos
5101,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk18.wav,Turdus philomelos
5102,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk19.wav,Turdus philomelos
5103,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk20.wav,Turdus philomelos
5104,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk21.wav,Turdus philomelos
5105,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk22.wav,Turdus philomelos
5106,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk23.wav,Turdus philomelos
5107,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk24.wav,Turdus philomelos
5108,.\bird_data\chunked_files\Turdus-philomelos-158302_chunk25.wav,Turdus philomelos
5109,.\bird_data\chunked_files\Turdus-philomelos-177640_chunk0.wav,Turdus philomelos
5110,.\bird_data\chunked_files\Turdus-philomelos-177640_chunk1.wav,Turdus philomelos
5111,.\bird_data\chunked_files\Turdus-philomelos-177640_chunk2.wav,Turdus philomelos
5112,.\bird_data\chunked_files\Turdus-philomelos-177640_chunk3.wav,Turdus philomelos
5113,.\bird_data\chunked_files\Turdus-philomelos-177640_chunk4.wav,Turdus philomelos
5114,.\bird_data\chunked_files\Turdus-philomelos-177640_chunk5.wav,Turdus philomelos
5115,.\bird_data\chunked_files\Turdus-philomelos-177640_chunk6.wav,Turdus philomelos
5116,.\bird_data\chunked_files\Turdus-philomelos-177640_chunk7.wav,Turdus philomelos
5117,.\bird_data\chunked_files\Turdus-philomelos-177640_chunk8.wav,Turdus philomelos
5118,.\bird_data\chunked_files\Turdus-philomelos-177640_chunk9.wav,Turdus philomelos
5119,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk0.wav,Turdus philomelos
5120,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk1.wav,Turdus philomelos
5121,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk2.wav,Turdus philomelos
5122,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk3.wav,Turdus philomelos
5123,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk4.wav,Turdus philomelos
5124,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk5.wav,Turdus philomelos
5125,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk6.wav,Turdus philomelos
5126,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk7.wav,Turdus philomelos
5127,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk8.wav,Turdus philomelos
5128,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk9.wav,Turdus philomelos
5129,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk10.wav,Turdus philomelos
5130,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk11.wav,Turdus philomelos
5131,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk12.wav,Turdus philomelos
5132,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk13.wav,Turdus philomelos
5133,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk14.wav,Turdus philomelos
5134,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk15.wav,Turdus philomelos
5135,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk16.wav,Turdus philomelos
5136,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk17.wav,Turdus philomelos
5137,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk18.wav,Turdus philomelos
5138,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk19.wav,Turdus philomelos
5139,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk20.wav,Turdus philomelos
5140,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk21.wav,Turdus philomelos
5141,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk22.wav,Turdus philomelos
5142,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk23.wav,Turdus philomelos
5143,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk24.wav,Turdus philomelos
5144,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk25.wav,Turdus philomelos
5145,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk26.wav,Turdus philomelos
5146,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk27.wav,Turdus philomelos
5147,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk28.wav,Turdus philomelos
5148,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk29.wav,Turdus philomelos
5149,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk30.wav,Turdus philomelos
5150,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk31.wav,Turdus philomelos
5151,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk32.wav,Turdus philomelos
5152,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk33.wav,Turdus philomelos
5153,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk34.wav,Turdus philomelos
5154,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk35.wav,Turdus philomelos
5155,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk36.wav,Turdus philomelos
5156,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk37.wav,Turdus philomelos
5157,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk38.wav,Turdus philomelos
5158,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk39.wav,Turdus philomelos
5159,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk40.wav,Turdus philomelos
5160,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk41.wav,Turdus philomelos
5161,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk42.wav,Turdus philomelos
5162,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk43.wav,Turdus philomelos
5163,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk44.wav,Turdus philomelos
5164,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk45.wav,Turdus philomelos
5165,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk46.wav,Turdus philomelos
5166,.\bird_data\chunked_files\Turdus-philomelos-478923_chunk47.wav,Turdus philomelos
